Date,Rented Bike Count,Hour,Temperature(øC),Humidity(%),Visibility (10m),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
28/08/2018,122,15,25.2,96,1754,0.5,0,Summer,No Holiday,Yes
28/08/2018,60,16,25,97,1181,2.5,0,Summer,No Holiday,Yes
28/08/2018,39,17,24.8,96,564,2.5,0,Summer,No Holiday,Yes
28/08/2018,96,18,24.3,97,105,18.5,0,Summer,No Holiday,Yes
28/08/2018,84,19,23.9,98,1792,7,0,Summer,No Holiday,Yes
28/08/2018,10,20,23.3,97,183,15.5,0,Summer,No Holiday,Yes
28/08/2018,122,21,22.9,98,1146,29.5,0,Summer,No Holiday,Yes
28/08/2018,64,22,22.9,97,2000,0.5,0,Summer,No Holiday,Yes
28/08/2018,59,23,22.8,97,600,3.5,0,Summer,No Holiday,Yes
29/08/2018,208,0,22.7,96,2000,1,0,Summer,No Holiday,Yes
29/08/2018,334,1,22.8,97,2000,0.5,0,Summer,No Holiday,Yes
29/08/2018,243,2,24.2,91,1735,0,0,Summer,No Holiday,Yes
29/08/2018,171,3,24.5,87,1985,0,0,Summer,No Holiday,Yes
29/08/2018,128,4,24.6,86,1968,0,0,Summer,No Holiday,Yes
29/08/2018,109,5,24.6,87,1966,0,0,Summer,No Holiday,Yes
29/08/2018,346,6,24.7,85,2000,0,0,Summer,No Holiday,Yes
29/08/2018,862,7,25,85,2000,0,0,Summer,No Holiday,Yes
29/08/2018,1595,8,25.3,83,1982,0,0,Summer,No Holiday,Yes
29/08/2018,867,9,25.8,79,1963,0,0,Summer,No Holiday,Yes
29/08/2018,642,10,26.4,78,2000,0,0,Summer,No Holiday,Yes
29/08/2018,671,11,26.9,74,2000,0,0,Summer,No Holiday,Yes
29/08/2018,648,12,27.4,72,1989,0,0,Summer,No Holiday,Yes
29/08/2018,540,13,27.1,75,1972,0,0,Summer,No Holiday,Yes
29/08/2018,490,14,26.8,77,1965,0,0,Summer,No Holiday,Yes
29/08/2018,583,15,26.9,77,1937,0,0,Summer,No Holiday,Yes
29/08/2018,193,16,27,76,1875,0,0,Summer,No Holiday,Yes
29/08/2018,160,17,24.6,93,1451,1.5,0,Summer,No Holiday,Yes
29/08/2018,57,18,23.9,96,991,1.5,0,Summer,No Holiday,Yes
29/08/2018,24,19,23.5,97,323,6.5,0,Summer,No Holiday,Yes
29/08/2018,19,20,23.4,98,70,21,0,Summer,No Holiday,Yes
29/08/2018,22,21,23.7,98,410,5.5,0,Summer,No Holiday,Yes
29/08/2018,74,22,24.3,97,1028,4.5,0,Summer,No Holiday,Yes
29/08/2018,198,23,24.2,94,1808,1,0,Summer,No Holiday,Yes
30/08/2018,214,0,24.7,94,1270,0,0,Summer,No Holiday,Yes
30/08/2018,99,1,24.9,92,1125,0.5,0,Summer,No Holiday,Yes
30/08/2018,80,2,24.7,96,337,6.5,0,Summer,No Holiday,Yes
30/08/2018,81,3,24.1,97,1989,1.5,0,Summer,No Holiday,Yes
30/08/2018,42,4,23.9,96,1797,0,0,Summer,No Holiday,Yes
30/08/2018,73,5,24,97,1347,0.5,0,Summer,No Holiday,Yes
30/08/2018,285,6,24.2,96,1206,0,0,Summer,No Holiday,Yes
30/08/2018,771,7,24.3,96,1025,0,0,Summer,No Holiday,Yes
30/08/2018,1330,8,24.6,96,883,0,0,Summer,No Holiday,Yes
30/08/2018,846,9,25,92,782,0,0,Summer,No Holiday,Yes
30/08/2018,589,10,26.1,81,860,0,0,Summer,No Holiday,Yes
30/08/2018,716,11,26.2,82,834,0,0,Summer,No Holiday,Yes
30/08/2018,768,12,27,74,915,0,0,Summer,No Holiday,Yes
30/08/2018,865,13,28.2,66,1006,0,0,Summer,No Holiday,Yes
30/08/2018,837,14,27.5,66,989,0,0,Summer,No Holiday,Yes
30/08/2018,982,15,27.2,69,963,0,0,Summer,No Holiday,Yes
30/08/2018,1142,16,27.6,68,1038,0,0,Summer,No Holiday,Yes
30/08/2018,1473,17,26.8,73,916,0,0,Summer,No Holiday,Yes
30/08/2018,1887,18,26.1,72,1066,0,0,Summer,No Holiday,Yes
30/08/2018,1707,19,25.1,74,1105,0.5,0,Summer,No Holiday,Yes
30/08/2018,1685,20,24.9,70,1377,0,0,Summer,No Holiday,Yes
30/08/2018,1732,21,24.8,72,1298,0,0,Summer,No Holiday,Yes
30/08/2018,1582,22,24.6,71,1319,0,0,Summer,No Holiday,Yes
30/08/2018,1173,23,24.3,71,1549,0,0,Summer,No Holiday,Yes
31/08/2018,861,0,23.9,75,1192,0,0,Summer,No Holiday,Yes
31/08/2018,652,1,23.7,77,1099,0,0,Summer,No Holiday,Yes
31/08/2018,381,2,23.4,79,1045,0,0,Summer,No Holiday,Yes
31/08/2018,297,3,23.3,81,1068,0,0,Summer,No Holiday,Yes
31/08/2018,170,4,23.2,83,1102,0,0,Summer,No Holiday,Yes
31/08/2018,217,5,23.1,84,1022,0,0,Summer,No Holiday,Yes
31/08/2018,436,6,22.9,83,1239,0,0,Summer,No Holiday,Yes
31/08/2018,828,7,22.9,83,1127,0,0,Summer,No Holiday,Yes
31/08/2018,1686,8,23.1,80,1066,0.1,0,Summer,No Holiday,Yes
31/08/2018,1049,9,24.1,69,1662,0,0,Summer,No Holiday,Yes
31/08/2018,794,10,25.5,53,1843,0,0,Summer,No Holiday,Yes
31/08/2018,868,11,26.7,51,1925,0,0,Summer,No Holiday,Yes
31/08/2018,982,12,27.8,47,1905,0,0,Summer,No Holiday,Yes
31/08/2018,965,13,28.7,46,1815,0,0,Summer,No Holiday,Yes
31/08/2018,987,14,29.3,41,1928,0,0,Summer,No Holiday,Yes
31/08/2018,1119,15,30.3,41,1864,0,0,Summer,No Holiday,Yes
31/08/2018,1404,16,29.7,51,2000,0,0,Summer,No Holiday,Yes
31/08/2018,1869,17,29.1,49,1969,0,0,Summer,No Holiday,Yes
31/08/2018,2836,18,28.4,57,2000,0,0,Summer,No Holiday,Yes
31/08/2018,2372,19,26.5,69,2000,0,0,Summer,No Holiday,Yes
31/08/2018,1995,20,25.4,74,2000,0,0,Summer,No Holiday,Yes
31/08/2018,1931,21,24.5,78,2000,0,0,Summer,No Holiday,Yes
31/08/2018,1789,22,24.1,80,1852,0,0,Summer,No Holiday,Yes
31/08/2018,1329,23,23.8,81,1893,0,0,Summer,No Holiday,Yes
01/09/2018,1075,0,23.2,83,1887,0,0,Autumn,No Holiday,Yes
01/09/2018,975,1,22.7,83,1940,0,0,Autumn,No Holiday,Yes
01/09/2018,785,2,22,86,1703,0,0,Autumn,No Holiday,Yes
01/09/2018,514,3,21.6,87,1579,0,0,Autumn,No Holiday,Yes
01/09/2018,338,4,21.2,88,1183,0,0,Autumn,No Holiday,Yes
01/09/2018,260,5,21.1,87,1116,0,0,Autumn,No Holiday,Yes
01/09/2018,362,6,20.9,87,1198,0,0,Autumn,No Holiday,Yes
01/09/2018,511,7,21.1,81,1738,0,0,Autumn,No Holiday,Yes
01/09/2018,812,8,22.3,64,2000,0,0,Autumn,No Holiday,Yes
01/09/2018,925,9,24.1,56,1956,0,0,Autumn,No Holiday,Yes
01/09/2018,861,10,26,54,2000,0,0,Autumn,No Holiday,Yes
01/09/2018,981,11,27.6,47,2000,0,0,Autumn,No Holiday,Yes
01/09/2018,1086,12,28.9,46,1966,0,0,Autumn,No Holiday,Yes
01/09/2018,1303,13,29.4,48,1942,0,0,Autumn,No Holiday,Yes
01/09/2018,1371,14,29.7,42,2000,0,0,Autumn,No Holiday,Yes
01/09/2018,1480,15,30,45,2000,0,0,Autumn,No Holiday,Yes
01/09/2018,1678,16,30.5,41,1930,0,0,Autumn,No Holiday,Yes
01/09/2018,1845,17,29.6,42,2000,0,0,Autumn,No Holiday,Yes
01/09/2018,1892,18,28.8,46,2000,0,0,Autumn,No Holiday,Yes
01/09/2018,1891,19,27.8,48,2000,0,0,Autumn,No Holiday,Yes
01/09/2018,1440,20,26.9,49,2000,0,0,Autumn,No Holiday,Yes
01/09/2018,1110,21,26,52,2000,0,0,Autumn,No Holiday,Yes
01/09/2018,992,22,25.1,53,2000,0,0,Autumn,No Holiday,Yes
01/09/2018,1523,23,24.4,54,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,1336,0,23.5,56,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,930,1,22.8,59,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,610,2,22,60,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,440,3,21.5,61,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,255,4,21.1,62,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,179,5,20.6,65,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,249,6,20.2,66,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,388,7,20.2,65,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,576,8,21.3,57,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,721,9,23.4,52,1997,0,0,Autumn,No Holiday,Yes
02/09/2018,802,10,25,47,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,940,11,26.5,44,1958,0,0,Autumn,No Holiday,Yes
02/09/2018,1075,12,27.5,43,1959,0,0,Autumn,No Holiday,Yes
02/09/2018,1254,13,28.5,42,1990,0,0,Autumn,No Holiday,Yes
02/09/2018,1395,14,29.1,43,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,1550,15,29.3,43,1958,0,0,Autumn,No Holiday,Yes
02/09/2018,1853,16,29.3,44,1997,0,0,Autumn,No Holiday,Yes
02/09/2018,2069,17,28.8,47,1998,0,0,Autumn,No Holiday,Yes
02/09/2018,2118,18,27.9,52,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,1986,19,27.3,54,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,1838,20,26.9,56,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,1759,21,26.2,62,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,1511,22,25.7,64,2000,0,0,Autumn,No Holiday,Yes
02/09/2018,1047,23,25.1,65,2000,0,0,Autumn,No Holiday,Yes
03/09/2018,763,0,24.7,67,2000,0,0,Autumn,No Holiday,Yes
03/09/2018,524,1,24.5,68,2000,0,0,Autumn,No Holiday,Yes
03/09/2018,321,2,24.3,68,2000,0,0,Autumn,No Holiday,Yes
03/09/2018,211,3,24.2,70,2000,0,0,Autumn,No Holiday,Yes
03/09/2018,153,4,24,70,2000,0,0,Autumn,No Holiday,Yes
03/09/2018,264,5,23.9,70,2000,0,0,Autumn,No Holiday,Yes
03/09/2018,656,6,23.8,71,2000,0,0,Autumn,No Holiday,Yes
03/09/2018,1287,7,23.9,71,2000,0,0,Autumn,No Holiday,Yes
03/09/2018,1580,8,24.2,70,2000,0,0,Autumn,No Holiday,Yes
03/09/2018,719,9,23.6,86,336,2,0,Autumn,No Holiday,Yes
03/09/2018,434,10,23.3,89,1716,0.5,0,Autumn,No Holiday,Yes
03/09/2018,443,11,23.7,86,1798,0,0,Autumn,No Holiday,Yes
03/09/2018,673,12,23.9,83,1901,0,0,Autumn,No Holiday,Yes
03/09/2018,731,13,24.9,78,1910,0,0,Autumn,No Holiday,Yes
03/09/2018,532,14,25.6,77,1930,0,0,Autumn,No Holiday,Yes
03/09/2018,137,15,25.7,81,1825,0,0,Autumn,No Holiday,Yes
03/09/2018,39,16,25.5,91,403,3.5,0,Autumn,No Holiday,Yes
03/09/2018,23,17,22.7,96,452,13,0,Autumn,No Holiday,Yes
03/09/2018,113,18,21.9,97,757,13,0,Autumn,No Holiday,Yes
03/09/2018,73,19,21.7,97,1154,1,0,Autumn,No Holiday,Yes
03/09/2018,151,20,21.5,97,2000,0.5,0,Autumn,No Holiday,Yes
03/09/2018,110,21,21.6,97,646,0.5,0,Autumn,No Holiday,Yes
03/09/2018,379,22,21.7,97,440,0.5,0,Autumn,No Holiday,Yes
03/09/2018,486,23,21.7,97,838,0,0,Autumn,No Holiday,Yes
04/09/2018,500,0,21.4,97,404,0,0,Autumn,No Holiday,Yes
04/09/2018,486,1,21.3,97,570,0,0,Autumn,No Holiday,Yes
04/09/2018,324,2,20.9,96,970,0,0,Autumn,No Holiday,Yes
04/09/2018,223,3,20.6,97,500,0,0,Autumn,No Holiday,Yes
04/09/2018,186,4,20.4,97,704,0,0,Autumn,No Holiday,Yes
04/09/2018,219,5,20.2,97,528,0,0,Autumn,No Holiday,Yes
04/09/2018,602,6,20,97,647,0,0,Autumn,No Holiday,Yes
04/09/2018,1289,7,20.1,97,443,0,0,Autumn,No Holiday,Yes
04/09/2018,2059,8,20.5,90,490,0,0,Autumn,No Holiday,Yes
04/09/2018,1083,9,21.6,81,1669,0,0,Autumn,No Holiday,Yes
04/09/2018,822,10,23.1,73,2000,0,0,Autumn,No Holiday,Yes
04/09/2018,940,11,24.5,64,2000,0,0,Autumn,No Holiday,Yes
04/09/2018,995,12,25.8,57,2000,0,0,Autumn,No Holiday,Yes
04/09/2018,997,13,26.5,58,2000,0,0,Autumn,No Holiday,Yes
04/09/2018,987,14,27.4,52,1998,0,0,Autumn,No Holiday,Yes
04/09/2018,1178,15,26.7,51,2000,0,0,Autumn,No Holiday,Yes
04/09/2018,1429,16,27.1,47,2000,0,0,Autumn,No Holiday,Yes
04/09/2018,1993,17,27.6,47,2000,0,0,Autumn,No Holiday,Yes
04/09/2018,3166,18,26.8,53,2000,0,0,Autumn,No Holiday,Yes
04/09/2018,2491,19,25.1,49,2000,0,0,Autumn,No Holiday,Yes
04/09/2018,2259,20,23.7,49,2000,0,0,Autumn,No Holiday,Yes
04/09/2018,2212,21,22.9,55,2000,0,0,Autumn,No Holiday,Yes
04/09/2018,1856,22,22.2,58,2000,0,0,Autumn,No Holiday,Yes
04/09/2018,1233,23,21.7,60,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,983,0,21.1,64,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,748,1,20.9,66,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,493,2,20.6,72,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,376,3,20.2,77,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,220,4,19.9,81,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,249,5,19.7,82,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,676,6,19.8,82,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,1487,7,19.8,79,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,2312,8,21.2,69,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,1195,9,23.4,59,1974,0,0,Autumn,No Holiday,Yes
05/09/2018,847,10,25.4,49,1996,0,0,Autumn,No Holiday,Yes
05/09/2018,937,11,26.4,47,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,1072,12,27.1,44,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,1039,13,27.3,46,1983,0,0,Autumn,No Holiday,Yes
05/09/2018,989,14,27.9,42,1914,0,0,Autumn,No Holiday,Yes
05/09/2018,1131,15,28.1,43,1929,0,0,Autumn,No Holiday,Yes
05/09/2018,1446,16,28.2,37,1987,0,0,Autumn,No Holiday,Yes
05/09/2018,2068,17,27.7,40,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,3160,18,27,45,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,2468,19,25.4,55,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,2177,20,24.5,64,2000,0,0,Autumn,No Holiday,Yes
05/09/2018,2024,21,23.9,75,1975,0,0,Autumn,No Holiday,Yes
05/09/2018,1798,22,23.6,82,1673,0,0,Autumn,No Holiday,Yes
05/09/2018,1219,23,23,83,1469,0,0,Autumn,No Holiday,Yes
06/09/2018,963,0,22.5,83,1593,0,0,Autumn,No Holiday,Yes
06/09/2018,743,1,21.9,85,1410,0,0,Autumn,No Holiday,Yes
06/09/2018,531,2,21.6,86,1353,0,0,Autumn,No Holiday,Yes
06/09/2018,320,3,21.5,85,1282,0,0,Autumn,No Holiday,Yes
06/09/2018,215,4,21.6,87,951,0,0,Autumn,No Holiday,Yes
06/09/2018,247,5,21.7,87,846,0,0,Autumn,No Holiday,Yes
06/09/2018,680,6,21.4,84,1506,0,0,Autumn,No Holiday,Yes
06/09/2018,1438,7,20.9,83,1388,0,0,Autumn,No Holiday,Yes
06/09/2018,2270,8,21.8,77,1419,0,0,Autumn,No Holiday,Yes
06/09/2018,1186,9,23.5,72,1485,0,0,Autumn,No Holiday,Yes
06/09/2018,835,10,24.6,70,1454,0,0,Autumn,No Holiday,Yes
06/09/2018,941,11,25.9,63,1693,0,0,Autumn,No Holiday,Yes
06/09/2018,1041,12,26.9,60,1592,0,0,Autumn,No Holiday,Yes
06/09/2018,1049,13,28,52,1642,0,0,Autumn,No Holiday,Yes
06/09/2018,1032,14,27.9,47,1869,0,0,Autumn,No Holiday,Yes
06/09/2018,1089,15,27.8,48,1880,0,0,Autumn,No Holiday,Yes
06/09/2018,1292,16,26.9,55,1909,0,0,Autumn,No Holiday,Yes
06/09/2018,1525,17,26.6,63,2000,0,0,Autumn,No Holiday,Yes
06/09/2018,2497,18,25.8,58,2000,0,0,Autumn,No Holiday,Yes
06/09/2018,1990,19,25.3,71,2000,0,0,Autumn,No Holiday,Yes
06/09/2018,1900,20,25.1,71,2000,0,0,Autumn,No Holiday,Yes
06/09/2018,1851,21,24.6,70,2000,0,0,Autumn,No Holiday,Yes
06/09/2018,1641,22,24.3,71,1992,0,0,Autumn,No Holiday,Yes
06/09/2018,562,23,23.9,71,1982,0,0,Autumn,No Holiday,Yes
07/09/2018,556,0,21.3,82,1933,1,0,Autumn,No Holiday,Yes
07/09/2018,345,1,21.6,77,1777,0,0,Autumn,No Holiday,Yes
07/09/2018,259,2,21.3,76,1559,0.5,0,Autumn,No Holiday,Yes
07/09/2018,259,3,21.1,75,1551,0,0,Autumn,No Holiday,Yes
07/09/2018,185,4,20.8,66,1719,0,0,Autumn,No Holiday,Yes
07/09/2018,247,5,20.5,67,1649,0,0,Autumn,No Holiday,Yes
07/09/2018,624,6,20.2,70,1690,0,0,Autumn,No Holiday,Yes
07/09/2018,1346,7,20.3,74,1372,0,0,Autumn,No Holiday,Yes
07/09/2018,2260,8,20.5,78,1250,0,0,Autumn,No Holiday,Yes
07/09/2018,1194,9,21.3,63,1969,0,0,Autumn,No Holiday,Yes
07/09/2018,896,10,22.6,58,1962,0,0,Autumn,No Holiday,Yes
07/09/2018,988,11,23.8,51,1970,0,0,Autumn,No Holiday,Yes
07/09/2018,1213,12,24.2,50,2000,0,0,Autumn,No Holiday,Yes
07/09/2018,1119,13,24.3,50,2000,0,0,Autumn,No Holiday,Yes
07/09/2018,1187,14,25.2,43,1981,0,0,Autumn,No Holiday,Yes
07/09/2018,1391,15,24.7,44,2000,0,0,Autumn,No Holiday,Yes
07/09/2018,1577,16,25.2,39,1987,0,0,Autumn,No Holiday,Yes
07/09/2018,2183,17,24.5,37,2000,0,0,Autumn,No Holiday,Yes
07/09/2018,3154,18,24.4,34,2000,0,0,Autumn,No Holiday,Yes
07/09/2018,2365,19,22.6,39,2000,0,0,Autumn,No Holiday,Yes
07/09/2018,1959,20,21.6,43,2000,0,0,Autumn,No Holiday,Yes
07/09/2018,1915,21,20.6,48,2000,0,0,Autumn,No Holiday,Yes
07/09/2018,1796,22,19.8,51,2000,0,0,Autumn,No Holiday,Yes
07/09/2018,1363,23,19.4,50,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,1107,0,19.2,53,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,1001,1,18.9,55,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,692,2,18.5,57,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,504,3,17.8,60,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,285,4,17.2,66,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,227,5,16.7,70,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,322,6,16.2,70,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,511,7,16,70,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,827,8,17.1,57,1979,0,0,Autumn,No Holiday,Yes
08/09/2018,956,9,19.9,51,1906,0,0,Autumn,No Holiday,Yes
08/09/2018,1096,10,22.2,43,1891,0,0,Autumn,No Holiday,Yes
08/09/2018,1179,11,24.2,41,1818,0,0,Autumn,No Holiday,Yes
08/09/2018,1273,12,25.2,36,1995,0,0,Autumn,No Holiday,Yes
08/09/2018,1505,13,26.1,32,1985,0,0,Autumn,No Holiday,Yes
08/09/2018,1554,14,26.8,31,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,1792,15,26.9,33,1997,0,0,Autumn,No Holiday,Yes
08/09/2018,1943,16,27.7,32,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,2167,17,27.2,35,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,2255,18,25.7,38,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,1978,19,24,41,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,1944,20,22.8,45,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,1878,21,22.1,49,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,1675,22,21.5,51,2000,0,0,Autumn,No Holiday,Yes
08/09/2018,1142,23,20.7,52,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,1185,0,19.6,53,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,835,1,18.8,54,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,589,2,18.1,57,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,395,3,17.4,57,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,264,4,17,59,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,165,5,16.3,66,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,255,6,15.8,69,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,366,7,15.7,68,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,644,8,17.4,56,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,803,9,20.4,51,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,928,10,22.9,45,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,1051,11,24.4,41,1982,0,0,Autumn,No Holiday,Yes
09/09/2018,1220,12,25.9,39,1950,0,0,Autumn,No Holiday,Yes
09/09/2018,1432,13,27.2,32,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,1662,14,28.2,29,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,1877,15,28.9,27,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,2099,16,27.1,35,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,2201,17,27.7,33,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,2368,18,26,35,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,2033,19,24.1,56,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,1930,20,22.9,58,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,1820,21,22.2,57,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,1291,22,21.8,54,2000,0,0,Autumn,No Holiday,Yes
09/09/2018,941,23,21.2,56,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,792,0,20.7,57,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,487,1,20.5,58,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,332,2,20,59,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,176,3,19.7,60,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,188,4,19.4,61,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,226,5,19.1,62,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,691,6,18.7,64,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,1463,7,18.9,63,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,2278,8,20.1,57,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,1125,9,22.3,52,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,862,10,24,47,1996,0,0,Autumn,No Holiday,Yes
10/09/2018,934,11,25.3,44,1948,0,0,Autumn,No Holiday,Yes
10/09/2018,1095,12,26.7,40,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,1057,13,27.1,38,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,1064,14,27.8,37,1983,0,0,Autumn,No Holiday,Yes
10/09/2018,1249,15,27.6,38,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,1467,16,27.5,39,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,2147,17,26.6,40,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,3298,18,25.9,42,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,2518,19,24.4,47,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,2240,20,23.4,48,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,2090,21,22.5,48,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,1779,22,21.7,50,2000,0,0,Autumn,No Holiday,Yes
10/09/2018,1223,23,20.8,51,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,910,0,20.1,52,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,662,1,19.5,52,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,435,2,18.9,52,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,261,3,18.2,52,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,193,4,17.7,52,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,258,5,17.2,54,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,678,6,17,55,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,1556,7,16.9,55,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,2369,8,17.8,53,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,1234,9,19.8,49,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,922,10,21.9,43,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,1012,11,23.7,40,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,1192,12,24.5,40,1973,0,0,Autumn,No Holiday,Yes
11/09/2018,1102,13,25.7,40,1997,0,0,Autumn,No Holiday,Yes
11/09/2018,1115,14,25.8,37,1995,0,0,Autumn,No Holiday,Yes
11/09/2018,1222,15,26,40,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,1527,16,25.5,44,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,2171,17,25.4,44,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,3222,18,24.7,45,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,2455,19,23.7,49,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,2072,20,22.9,48,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,2018,21,22.2,50,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,1868,22,21.6,52,2000,0,0,Autumn,No Holiday,Yes
11/09/2018,1240,23,20.9,53,2000,0,0,Autumn,No Holiday,Yes
12/09/2018,949,0,20.2,54,2000,0,0,Autumn,No Holiday,Yes
12/09/2018,691,1,19.6,56,2000,0,0,Autumn,No Holiday,Yes
12/09/2018,462,2,19,56,2000,0,0,Autumn,No Holiday,Yes
12/09/2018,297,3,18.4,57,2000,0,0,Autumn,No Holiday,Yes
12/09/2018,215,4,18,59,2000,0,0,Autumn,No Holiday,Yes
12/09/2018,241,5,17.5,60,2000,0,0,Autumn,No Holiday,Yes
12/09/2018,656,6,17,63,2000,0,0,Autumn,No Holiday,Yes
12/09/2018,1551,7,16.8,61,2000,0,0,Autumn,No Holiday,Yes
12/09/2018,2391,8,18.2,56,1994,0,0,Autumn,No Holiday,Yes
12/09/2018,1234,9,20.8,48,2000,0,0,Autumn,No Holiday,Yes
